Month,SolarRad,TempOut,WindSpeed,OutHum,P_GEN_MAX
 1 ,64,5.9,4,85,0.13
 1 ,47,6.2,2,88,0.089
 1 ,42,6.9,4,88,0.066
 1 ,10,7.3,6,87,0.003
 1 ,0,7.6,8,88,0
 1 ,0,7.6,7,89,0
 1 ,0,8.2,9,86,0
 1 ,0,8.1,11,91,0
 1 ,0,8.1,10,95,0
 1 ,0,8.9,10,95,0
 1 ,0,9.4,10,95,0
 1 ,0,10.4,10,95,0
 1 ,0,11,9,95,0
 1 ,0,11.1,8,96,0
 1 ,0,12,8,94,0
 1 ,0,11.6,5,92,0
 1 ,0,10.8,5,93,0
 1 ,0,10.8,5,88,0
 1 ,0,11.3,5,86,0
 1 ,0,10.8,5,87,0
 1 ,22,9.7,6,82,0
 1 ,40,9.3,5,87,0.004
 1 ,118,10.1,2,87,0.104
 1 ,76,10.7,6,82,0.118
 1 ,192,11.7,7,78,0.105
 1 ,111,11.8,6,76,0.157
 1 ,72,11.4,6,77,0.118
 1 ,6,11,6,78,0
 1 ,0,11,7,78,0
 1 ,0,10.6,6,79,0
 1 ,0,10.4,6,80,0
 1 ,0,10.6,6,78,0
 1 ,0,10.3,7,80,0
 1 ,0,9.9,6,83,0
 1 ,0,10.5,6,80,0
 1 ,0,10.3,6,80,0
 1 ,0,10.1,5,81,0
 1 ,0,10,5,81,0
 1 ,0,9.9,6,82,0
 1 ,0,10,7,81,0
 1 ,0,9.3,7,87,0
 1 ,0,9.9,8,85,0
 1 ,0,10.3,8,81,0
 1 ,0,10.2,6,82,0
 1 ,9,9.8,7,86,0
 1 ,58,10.4,7,80,0.003
 1 ,27,9.7,6,83,0.024
 1 ,57,8.6,5,90,0
 1 ,144,9.6,5,84,0.094
 1 ,161,10.5,5,81,0.125
 1 ,65,10.3,5,80,0.087
 1 ,11,10.1,5,81,0
 1 ,0,9.7,4,82,0
 1 ,0,9.4,4,84,0
 1 ,0,9.3,3,84,0
 1 ,0,9.1,4,86,0
 1 ,0,9.2,4,86,0
 1 ,0,9.4,3,86,0
 1 ,0,9.2,3,84,0
 1 ,0,8.6,4,88,0
 1 ,0,8.3,3,86,0
 1 ,0,7.6,2,87,0
 1 ,0,7.1,3,91,0
 1 ,0,7.3,3,91,0
 1 ,0,6.8,3,92,0
 1 ,0,6.7,3,93,0
 1 ,0,6.4,5,93,0
 1 ,0,6.4,4,93,0
